upload_id,user_name,split,obs_days,y_180,y_365,y_730,valid_180,valid_365,valid_730,f_author_prior_uploads,f_author_tenure_days,f_author_days_since_last,f_author_is_new,f_author_prior_remixes_received,f_author_prior_remixes_given,f_author_prior_remixed_track_count,f_author_prior_success_rate,f_n_sources,f_in_degree_local,f_is_derivative,f_num_files,f_title_len,f_title_words,f_n_usertags,f_has_usertags,f_sys_flac,f_post_year,f_post_month,f_post_dow,f_parent_max_prior_remixes,f_parent_mean_prior_remixes,f_tag_male_vocals,f_tag_guitar,f_tag_drums,f_tag_female_vocals,f_tag_electronic,f_tag_bass,f_tag_synthesizer,f_tag_instrumental,f_tag_experimental,f_tag_chill,f_tag_loops,f_tag_hip_hop,f_tag_piano,f_tag_downtempo,f_tag_spoken_word,f_tag_ambient,f_tag_rock,f_tag_electro,f_tag_funky,f_tag_acoustic,f_lic_Attribution,f_lic_Attribution (3.0),f_lic_Attribution Noncommercial,f_lic_Attribution Noncommercial  (3.0),f_lic_Attribution Noncommercial Share-Alike,f_lic_Attribution Noncommercial Share-Alike  (3.0),f_lic_Noncommercial Sampling Plus,f_lic_Sampling Plus,f_lic_other
24877,PICKMAN,train,6026,False,False,False,True,True,True,5,218.00416666666666,9.134722222222223,0,0,4,0,0.0,1,1,1,1,11,1,3,1,0,2010,1,1,4,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29817,PICKMAN,train,5686,False,False,False,True,True,True,6,557.5826388888889,339.5784722222222,0,0,5,0,0.0,1,1,1,1,33,5,5,1,0,2010,12,5,5,5.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33438,PICKMAN,train,5427,False,False,False,True,True,True,7,816.5784722222222,258.99583333333334,0,0,6,0,0.0,1,1,1,1,10,1,6,1,0,2011,9,5,14,14.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4959,PNM,train,7406,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,40,8,0,0,0,2006,4,0,154,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45174,PVVMedia,train,4542,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,11,3,7,1,0,2014,2,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29584,PW69,train,5704,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,12,3,4,1,0,2010,12,1,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30081,PW69,train,5669,False,False,False,True,True,True,1,35.272222222222226,35.272222222222226,0,0,1,0,0.0,0,0,0,1,7,1,1,1,0,2011,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30082,PW69,train,5669,False,False,False,True,True,True,2,35.28472222222222,0.0125,0,0,1,0,0.0,1,1,1,1,14,1,3,1,0,2011,1,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13233,P_Condition,train,6765,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,2,2,1,1,36,5,2,1,0,2008,1,4,456,367.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21364,Painfulcompanion,train,6239,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,2,2,1,2,6,1,0,0,0,2009,6,5,29,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21879,Painfulcompanion,train,6199,False,False,False,True,True,True,1,39.609722222222224,39.609722222222224,0,0,2,0,0.0,1,1,1,2,12,2,5,1,0,2009,7,3,9,9.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21958,Painfulcompanion,train,6194,True,True,True,True,True,True,2,44.205555555555556,4.595833333333333,0,0,3,0,0.0,2,2,1,2,12,2,5,1,0,2009,8,0,40,25.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22269,Painfulcompanion,train,6178,False,False,False,True,True,True,3,61.104166666666664,16.898611111111112,0,1,5,1,0.3333333333333333,1,1,1,1,30,5,7,1,0,2009,8,3,0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22311,Painfulcompanion,train,6174,False,False,False,True,True,True,4,64.82847222222222,3.7243055555555555,0,1,6,1,0.25,1,1,1,1,24,5,6,1,0,2009,8,0,6,6.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
22312,Painfulcompanion,train,6174,False,False,False,True,True,True,5,64.83888888888889,0.010416666666666666,0,1,7,1,0.2,1,1,1,1,24,5,6,1,0,2009,8,0,7,7.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
22626,Painfulcompanion,train,6158,True,True,True,True,True,True,6,81.12708333333333,16.288194444444443,0,1,8,1,0.16666666666666666,4,3,1,2,6,1,6,1,0,2009,9,2,21,14.333333333333334,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34543,Painfulcompanion,train,5351,False,False,False,True,True,True,7,888.125,806.9979166666667,0,2,11,2,0.2857142857142857,0,0,0,1,10,2,4,1,0,2011,11,4,0,0.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56451,Painfulcompanion,train,3255,False,False,False,True,True,True,8,2984.059027777778,2095.934027777778,0,2,11,2,0.25,4,4,1,3,32,5,3,1,0,2017,8,0,10,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7796,Pakoucheque,train,7196,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,5,1,12,1,0,2006,11,0,0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7797,Pakoucheque,train,7196,True,True,True,True,True,True,1,0.0125,0.0125,0,0,0,0,0.0,0,0,0,1,9,2,12,1,0,2006,11,0,0,0.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7800,Pakoucheque,train,7195,False,False,False,True,True,True,2,0.4041666666666667,0.39166666666666666,0,0,0,0,0.0,0,0,0,1,8,2,8,1,0,2006,11,1,0,0.0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7801,Pakoucheque,train,7195,False,False,False,True,True,True,3,0.41944444444444445,0.015277777777777777,0,0,0,0,0.0,0,0,0,1,14,4,12,1,0,2006,11,1,0,0.0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
7914,Pakoucheque,train,7187,False,False,False,True,True,True,4,8.458333333333334,8.03888888888889,0,1,0,1,0.25,0,0,0,1,11,2,1,1,0,2006,11,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14263,Papa_Zulu,train,6697,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,31,5,9,1,0,2008,3,2,7,7.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14265,Papa_Zulu,train,6697,False,True,True,True,True,True,1,0.07013888888888889,0.07013888888888889,0,0,1,0,0.0,0,0,0,3,67,14,7,1,0,2008,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15825,Papa_Zulu,train,6580,False,False,False,True,True,True,2,117.41944444444445,117.34930555555556,0,0,1,0,0.0,1,0,1,1,39,7,15,1,0,2008,7,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21547,Papa_Zulu,train,6224,False,False,False,True,True,True,3,473.2326388888889,355.81319444444443,0,1,1,1,0.3333333333333333,2,2,1,1,25,4,9,1,0,2009,7,6,4,2.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22778,Papa_Zulu,train,6146,False,True,True,True,True,True,4,550.8020833333334,77.56944444444444,0,1,3,1,0.25,2,2,1,10,36,6,11,1,0,2009,9,6,32,17.5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22780,Papa_Zulu,train,6146,False,False,True,True,True,True,5,550.8909722222222,0.08888888888888889,0,1,5,1,0.2,0,0,0,1,15,3,7,1,0,2009,9,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23380,Papa_Zulu,train,6112,False,False,False,True,True,True,6,585.3090277777778,34.418055555555554,0,1,5,1,0.16666666666666666,0,0,0,6,27,5,2,1,0,2009,10,6,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23384,Papa_Zulu,train,6112,False,False,True,True,True,True,7,585.3423611111111,0.03333333333333333,0,1,5,1,0.14285714285714285,0,0,0,11,21,3,5,1,0,2009,10,6,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23385,Papa_Zulu,train,6112,False,False,False,True,True,True,8,585.3784722222222,0.03611111111111111,0,1,5,1,0.125,1,0,1,7,19,3,5,1,0,2009,10,6,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23407,Papa_Zulu,train,6110,True,True,True,True,True,True,9,586.9618055555555,1.5833333333333333,0,1,5,1,0.1111111111111111,0,0,0,15,15,3,5,1,0,2009,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23605,Papa_Zulu,train,6101,False,False,False,True,True,True,10,596.0430555555556,9.08125,0,3,5,2,0.2,3,2,1,6,13,2,5,1,0,2009,11,3,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24142,Papa_Zulu,train,6073,True,True,True,True,True,True,11,623.9194444444445,27.87638888888889,0,4,7,2,0.18181818181818182,0,0,0,4,14,2,11,1,0,2009,12,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25164,Papa_Zulu,train,6008,False,False,False,True,True,True,12,688.8430555555556,64.92361111111111,0,5,7,3,0.25,3,1,1,9,20,4,18,1,0,2010,2,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25710,Papa_Zulu,train,5978,True,True,True,True,True,True,13,718.8145833333333,29.971527777777776,0,5,8,3,0.23076923076923078,0,0,0,14,10,2,9,1,0,2010,3,6,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25947,Papa_Zulu,train,5965,False,False,True,True,True,True,14,732.3576388888889,13.543055555555556,0,6,8,4,0.2857142857142857,2,2,1,1,16,3,8,1,0,2010,3,6,1,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27647,Papa_Zulu,train,5840,False,False,False,True,True,True,15,856.7847222222222,124.42708333333333,0,11,10,5,0.3333333333333333,1,1,1,2,32,6,12,1,0,2010,7,4,2,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27964,Papa_Zulu,train,5819,True,True,True,True,True,True,16,877.7576388888889,20.972916666666666,0,11,11,5,0.3125,1,0,1,6,64,14,5,1,0,2010,8,4,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28210,Papa_Zulu,train,5801,False,False,False,True,True,True,17,896.7493055555556,18.991666666666667,0,13,11,6,0.35294117647058826,1,1,1,6,54,11,9,1,0,2010,9,2,4,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29195,Papa_Zulu,train,5733,False,False,True,True,True,True,18,963.8055555555555,67.05625,0,14,12,6,0.3333333333333333,3,3,1,1,10,2,4,1,0,2010,11,6,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
31513,Papa_Zulu,train,5571,False,False,False,True,True,True,19,1126.7375,162.93194444444444,0,16,15,6,0.3157894736842105,3,3,1,5,57,10,9,1,0,2011,4,1,6,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31773,Papa_Zulu,train,5552,False,False,False,True,True,True,20,1144.8118055555556,18.074305555555554,0,16,18,6,0.3,1,1,1,2,29,4,8,1,0,2011,5,5,2,2.0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32422,Papa_Zulu,train,5496,False,False,False,True,True,True,21,1200.78125,55.96944444444444,0,16,19,6,0.2857142857142857,1,1,1,5,34,6,6,1,0,2011,7,5,1,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32806,Papa_Zulu,train,5468,False,False,False,True,True,True,22,1229.3625,28.58125,0,21,20,9,0.4090909090909091,4,4,1,1,36,7,8,1,0,2011,7,6,7,2.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33190,Papa_Zulu,train,5442,False,False,False,True,True,True,23,1255.6652777777779,26.302777777777777,0,21,24,9,0.391304347826087,1,1,1,2,31,6,11,1,0,2011,8,4,5,5.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33245,Papa_Zulu,train,5437,True,True,True,True,True,True,24,1259.7791666666667,4.113888888888889,0,21,25,9,0.375,0,0,0,4,22,3,14,1,0,2011,8,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33767,Papa_Zulu,train,5407,False,False,False,True,True,True,25,1290.7041666666667,30.925,0,23,25,10,0.4,1,1,1,1,31,6,9,1,0,2011,9,4,8,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35630,Papa_Zulu,train,5277,True,True,True,True,True,True,26,1420.70625,130.00208333333333,0,23,26,10,0.38461538461538464,0,0,0,1,8,2,7,1,0,2012,2,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35844,Papa_Zulu,train,5265,False,False,False,True,True,True,27,1432.5104166666667,11.804166666666667,0,28,26,11,0.4074074074074074,2,2,1,1,28,4,5,1,0,2012,2,6,4,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36873,Papa_Zulu,train,5201,False,False,False,True,True,True,28,1496.7083333333333,64.19791666666667,0,29,28,11,0.39285714285714285,1,1,1,2,24,4,5,1,0,2012,4,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42453,Papa_Zulu,train,4810,False,False,False,True,True,True,29,1887.713888888889,391.00555555555553,0,35,29,12,0.41379310344827586,2,2,1,3,17,4,5,1,0,2013,5,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44022,Papa_Zulu,train,4648,False,False,False,True,True,True,30,2049.733333333333,162.01944444444445,0,38,31,12,0.4,1,1,1,1,18,3,8,1,0,2013,10,0,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44376,Papa_Zulu,train,4610,True,True,True,True,True,True,31,2086.8722222222223,37.138888888888886,0,38,32,12,0.3870967741935484,3,2,1,1,22,4,11,1,0,2013,12,3,3,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45624,Papa_Zulu,train,4490,False,False,False,True,True,True,32,2206.8444444444444,119.97222222222223,0,39,34,13,0.40625,3,3,1,1,34,8,8,1,0,2014,4,3,11,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31598,PappaSpanx,train,5564,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,25,4,7,1,0,2011,4,1,27,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49569,Paradigm,train,4149,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,2,25,2,9,1,1,2015,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49570,Paradigm,train,4149,False,False,False,True,True,True,1,0.0020833333333333333,0.0020833333333333333,0,0,0,0,0.0,0,0,0,2,27,3,8,1,1,2015,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49571,Paradigm,train,4149,True,True,True,True,True,True,2,0.004166666666666667,0.0020833333333333333,0,0,0,0,0.0,0,0,0,2,25,3,9,1,1,2015,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2681,Parallax_Diode,train,7605,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,23,4,4,1,0,2005,9,4,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10511,Patient99,train,6990,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,43,8,3,1,0,2007,5,3,4,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10513,Patient99,train,6990,False,False,False,True,True,True,1,0.027777777777777776,0.027777777777777776,0,0,1,0,0.0,1,1,1,1,21,4,2,1,0,2007,5,3,6,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10533,Patient99,train,6988,True,True,True,True,True,True,2,1.7944444444444445,1.7666666666666666,0,0,2,0,0.0,1,1,1,1,32,5,4,1,0,2007,6,5,4,4.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59795,PatrickdeArteaga,train,2611,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,12,1,3,1,0,2019,5,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44404,Patronski,train,4608,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,3,22,3,4,1,1,2013,12,5,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44671,Patronski,train,4586,True,True,True,True,True,True,1,21.978472222222223,21.978472222222223,0,2,0,1,1.0,0,0,0,2,23,4,4,1,1,2013,12,6,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46426,Patronski,train,4405,True,True,True,True,True,True,2,202.8798611111111,180.9013888888889,0,3,0,2,1.0,0,0,0,3,9,3,9,1,1,2014,6,5,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46582,Patronski,train,4394,False,False,False,True,True,True,3,214.26736111111111,11.3875,0,6,0,3,1.0,1,1,1,3,8,3,6,1,1,2014,7,2,1,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47066,Patronski,train,4355,False,False,False,True,True,True,4,253.05,38.78263888888889,0,6,1,3,0.75,2,2,1,5,17,3,8,1,1,2014,8,6,2,1.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47311,Patronski,train,4335,True,True,True,True,True,True,5,273.0263888888889,19.976388888888888,0,6,3,3,0.6,0,0,0,2,17,3,3,1,1,2014,9,5,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47799,Patronski,train,4293,True,True,True,True,True,True,6,315.09375,42.06736111111111,0,13,3,4,0.6666666666666666,1,1,1,3,16,3,9,1,1,2014,10,5,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
58150,Patronski,train,2892,True,True,True,True,True,True,7,1715.7611111111112,1400.6673611111112,0,18,4,6,0.8571428571428571,0,0,0,3,16,4,7,1,0,2018,8,6,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59849,Patronski,train,2597,True,True,True,True,True,True,8,2010.9618055555557,295.2006944444444,0,21,4,7,0.875,0,0,0,3,9,1,8,1,1,2019,6,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61680,Patronski,train,2246,True,True,True,True,True,True,9,2362.059027777778,351.09722222222223,0,28,4,8,0.8888888888888888,0,0,0,2,22,5,10,1,1,2020,5,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61899,Patronski,train,2208,True,True,True,True,True,True,10,2400.079166666667,38.02013888888889,0,29,4,9,0.9,0,0,0,6,11,2,10,1,1,2020,7,4,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62970,Patronski,drop,2013,True,True,True,True,True,True,11,2595.1368055555554,195.0576388888889,0,36,4,10,0.9090909090909091,0,0,0,8,25,4,11,1,1,2021,1,3,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
64994,Patronski,test,1541,True,True,True,True,True,True,12,3067.2215277777777,472.08472222222224,0,42,4,11,0.9166666666666666,1,1,1,1,32,5,10,1,0,2022,5,6,2,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64995,Patronski,test,1540,False,False,False,True,True,True,13,3067.8909722222224,0.6694444444444444,0,42,5,11,0.8461538461538461,0,0,0,5,40,7,1,1,1,2022,5,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36181,PattsiPeng,train,5245,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,2,14,1,3,1,1,2012,3,5,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
39177,PattsiPeng,train,5055,True,True,True,True,True,True,1,189.66180555555556,189.66180555555556,0,4,0,1,1.0,1,1,1,3,33,6,2,1,0,2012,9,5,6,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9566,Paulus,train,7050,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,6,1,3,1,0,2007,4,6,7,7.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9574,Paulus,train,7050,False,False,False,True,True,True,1,0.10902777777777778,0.10902777777777778,0,0,1,0,0.0,2,2,1,1,14,3,4,1,0,2007,4,6,5,2.5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10163,Paulus,train,7016,False,False,False,True,True,True,2,34.11944444444445,34.010416666666664,0,0,3,0,0.0,1,1,1,1,10,2,4,1,0,2007,5,5,8,8.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10395,Paulus,train,7000,False,False,False,True,True,True,3,50.11805555555556,15.998611111111112,0,0,4,0,0.0,1,1,1,1,3,1,4,1,0,2007,5,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10397,Paulus,train,7000,False,False,False,True,True,True,4,50.12430555555556,0.00625,0,0,5,0,0.0,1,1,1,1,12,2,3,1,0,2007,5,0,2,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10796,Paulus,train,6971,False,False,False,True,True,True,5,78.69444444444444,28.570138888888888,0,0,6,0,0.0,1,1,1,1,31,5,5,1,0,2007,6,1,0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12562,Paulus,train,6818,False,False,False,True,True,True,6,231.88888888888889,153.19444444444446,0,0,7,0,0.0,1,1,1,1,29,5,3,1,0,2007,11,0,9,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16517,Paulus,train,6529,False,False,False,True,True,True,7,521.1243055555556,289.23541666666665,0,0,8,0,0.0,1,1,1,1,25,3,5,1,0,2008,9,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17481,Paulus,train,6471,False,False,False,True,True,True,8,579.1513888888888,58.02708333333333,0,0,9,0,0.0,1,1,1,1,15,3,8,1,0,2008,10,4,0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43555,Pauseplay,train,4687,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,5,1,1,1,0,2013,9,3,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
